"variable" "activity" "subject" "avgresults"
"tBodyAcc.std" "WALKING_UPSTAIRS" 2 -0.102823382596528
"tBodyAcc.std" "WALKING_UPSTAIRS" 3 -0.223749986785876
"tBodyAcc.std" "WALKING_UPSTAIRS" 4 -0.21458691037141
"tBodyAcc.std" "WALKING_UPSTAIRS" 5 -0.0565467657652482
"tBodyAcc.std" "WALKING_UPSTAIRS" 6 -0.07145947214
"tBodyAcc.std" "WALKING_UPSTAIRS" 7 -0.255566007546405
"tBodyAcc.std" "WALKING_UPSTAIRS" 8 0.0994146124422764
"tBodyAcc.std" "WALKING_UPSTAIRS" 9 -0.305694888303401
"tBodyAcc.std" "WALKING_UPSTAIRS" 10 -0.0803397647652482
"tBodyAcc.std" "WALKING_UPSTAIRS" 11 -0.181779953357407
"tBodyAcc.std" "WALKING_UPSTAIRS" 12 -0.276888292569231
"tBodyAcc.std" "WALKING_UPSTAIRS" 13 -0.136341463912727
"tBodyAcc.std" "WALKING_UPSTAIRS" 14 0.202272231493827
"tBodyAcc.std" "WALKING_UPSTAIRS" 15 -0.136626677522222
"tBodyAcc.std" "WALKING_UPSTAIRS" 16 -0.230033467456209
"tBodyAcc.std" "WALKING_UPSTAIRS" 17 -0.102115269926597
"tBodyAcc.std" "WALKING_UPSTAIRS" 18 -0.301898932775862
"tBodyAcc.std" "WALKING_UPSTAIRS" 19 -0.0476202410566667
"tBodyAcc.std" "WALKING_UPSTAIRS" 20 -0.0643806009196078
"tBodyAcc.std" "WALKING_UPSTAIRS" 21 -0.11690958058227
"tBodyAcc.std" "WALKING_UPSTAIRS" 22 0.0746760571616667
"tBodyAcc.std" "WALKING_UPSTAIRS" 23 -0.0327476835252941
"tBodyAcc.std" "WALKING_UPSTAIRS" 24 -0.238934951067797
"tBodyAcc.std" "WALKING_UPSTAIRS" 25 -0.326462143333333
"tBodyAcc.std" "WALKING_UPSTAIRS" 26 -0.20759217308
"tBodyAcc.std" "WALKING_UPSTAIRS" 27 -0.207052610560131
"tBodyAcc.std" "WALKING_UPSTAIRS" 28 -0.224934407018301
"tBodyAcc.std" "WALKING_UPSTAIRS" 29 -0.0364518314591837
"tBodyAcc.std" "WALKING_UPSTAIRS" 30 -0.150956276447282
"tBodyAccJerk.mean" "LAYING" 1 0.0319196581899333
"tBodyAccJerk.mean" "LAYING" 2 0.0310164635540972
"tBodyAccJerk.mean" "LAYING" 3 0.0288096516559113
"tBodyAccJerk.mean" "LAYING" 4 0.0313240035433519
"tBodyAccJerk.mean" "LAYING" 5 0.0297501397075641
"tBodyAccJerk.mean" "LAYING" 6 0.0328303586681871
"tBodyAccJerk.mean" "LAYING" 7 0.036262476116859
"tBodyAccJerk.mean" "LAYING" 8 0.0314135756795062
"tBodyAccJerk.mean" "LAYING" 9 0.0308605008332
"tBodyAccJerk.mean" "LAYING" 10 0.0322269858159195
"tBodyAccJerk.mean" "LAYING" 11 0.0305536080284795
"tBodyAccJerk.mean" "LAYING" 12 0.0296007128953778
"tBodyAccJerk.mean" "LAYING" 13 0.0284125918572581
"tBodyAccJerk.mean" "LAYING" 14 0.0191550545815033
"tBodyAccJerk.mean" "LAYING" 15 0.0282368970603704
"tBodyAccJerk.mean" "LAYING" 16 0.0300451604640238
"tBodyAccJerk.mean" "LAYING" 17 0.0282780343719718
"tBodyAccJerk.mean" "LAYING" 18 0.0284956496947179
"tBodyAccJerk.mean" "LAYING" 19 0.029130894105494
"tBodyAccJerk.mean" "LAYING" 20 0.0290936357117304
"tBodyAccJerk.mean" "LAYING" 21 0.0267013477831481
"tBodyAccJerk.mean" "LAYING" 22 0.0250480614409722
"tBodyAccJerk.mean" "LAYING" 23 0.0307492834272685
"tBodyAccJerk.mean" "LAYING" 24 0.0289369755562963
"tBodyAccJerk.mean" "LAYING" 25 0.0285503854626941
"tBodyAccJerk.mean" "LAYING" 26 0.0309815684285789
"tBodyAccJerk.mean" "LAYING" 27 0.0295301382415766
"tBodyAccJerk.mean" "LAYING" 28 0.0300089023690167
"tBodyAccJerk.mean" "LAYING" 29 0.0286642511313527
"tBodyAccJerk.mean" "LAYING" 30 0.0285378319900476
"tBodyAccJerk.mean" "SITTING" 1 0.0244985416073759
"tBodyAccJerk.mean" "SITTING" 2 0.0305191197161594
"tBodyAccJerk.mean" "SITTING" 3 0.0237005498240385
"tBodyAccJerk.mean" "SITTING" 4 0.018480603877
"tBodyAccJerk.mean" "SITTING" 5 0.0251853678592727
"tBodyAccJerk.mean" "SITTING" 6 0.0272373326137576
"tBodyAccJerk.mean" "SITTING" 7 0.03157957848
"tBodyAccJerk.mean" "SITTING" 8 0.0204717736782029
"tBodyAccJerk.mean" "SITTING" 9 0.0260492436616667
"tBodyAccJerk.mean" "SITTING" 10 0.027173446942963
"tBodyAccJerk.mean" "SITTING" 11 0.0280993005122642
"tBodyAccJerk.mean" "SITTING" 12 0.0285603520301961
"tBodyAccJerk.mean" "SITTING" 13 0.0169744742249184
"tBodyAccJerk.mean" "SITTING" 14 0.0197505244130988
"tBodyAccJerk.mean" "SITTING" 15 0.022374275838678
"tBodyAccJerk.mean" "SITTING" 16 0.0239293478107729
"tBodyAccJerk.mean" "SITTING" 17 0.02637540417
"tBodyAccJerk.mean" "SITTING" 18 0.0287853541051649
"tBodyAccJerk.mean" "SITTING" 19 0.0302992938352329
"tBodyAccJerk.mean" "SITTING" 20 0.0274108301962121
"tBodyAccJerk.mean" "SITTING" 21 0.029212546927142
"tBodyAccJerk.mean" "SITTING" 22 0.0224135892828495
"tBodyAccJerk.mean" "SITTING" 23 0.0285497137093382
"tBodyAccJerk.mean" "SITTING" 24 0.0266552922987108
"tBodyAccJerk.mean" "SITTING" 25 0.0273901560940513
"tBodyAccJerk.mean" "SITTING" 26 0.0251881108032479
"tBodyAccJerk.mean" "SITTING" 27 0.0254872554398571
"tBodyAccJerk.mean" "SITTING" 28 0.0306529464796296
"tBodyAccJerk.mean" "SITTING" 29 0.0278989417501111
"tBodyAccJerk.mean" "SITTING" 30 0.0276603600456989
"tBodyAccJerk.mean" "STANDING" 1 0.0265557118692075
"tBodyAccJerk.mean" "STANDING" 2 0.0255721495904938
"tBodyAccJerk.mean" "STANDING" 3 0.0249116397774863
"tBodyAccJerk.mean" "STANDING" 4 0.0148045639970655
"tBodyAccJerk.mean" "STANDING" 5 0.019339287236369
"tBodyAccJerk.mean" "STANDING" 6 0.025657225978655
"tBodyAccJerk.mean" "STANDING" 7 0.0237654951400629
"tBodyAccJerk.mean" "STANDING" 8 0.0289149848232099
"tBodyAccJerk.mean" "STANDING" 9 0.0281241331534074
"tBodyAccJerk.mean" "STANDING" 10 0.0293402639218182
"tBodyAccJerk.mean" "STANDING" 11 0.029225650838156
"tBodyAccJerk.mean" "STANDING" 12 0.0255432888205464
"tBodyAccJerk.mean" "STANDING" 13 0.0275928230636784
"tBodyAccJerk.mean" "STANDING" 14 0.0241270863578278
"tBodyAccJerk.mean" "STANDING" 15 0.0249377515292893
"tBodyAccJerk.mean" "STANDING" 16 0.0269858600069615
"tBodyAccJerk.mean" "STANDING" 17 0.0255430113826923
"tBodyAccJerk.mean" "STANDING" 18 0.0280024717575571
"tBodyAccJerk.mean" "STANDING" 19 0.0288725275831096
"tBodyAccJerk.mean" "STANDING" 20 0.0273039395732146
"tBodyAccJerk.mean" "STANDING" 21 0.0273985220882584
"tBodyAccJerk.mean" "STANDING" 22 0.0265660230177778
"tBodyAccJerk.mean" "STANDING" 23 0.0267713968492059
"tBodyAccJerk.mean" "STANDING" 24 0.0273379871710628
"tBodyAccJerk.mean" "STANDING" 25 0.0252125938068423
"tBodyAccJerk.mean" "STANDING" 26 0.0271120218698198
"tBodyAccJerk.mean" "STANDING" 27 0.0286112696885792
"tBodyAccJerk.mean" "STANDING" 28 0.0272362305329958
"tBodyAccJerk.mean" "STANDING" 29 0.0290495486274923
"tBodyAccJerk.mean" "STANDING" 30 0.0297453011395876
"tBodyAccJerk.mean" "WALKING" 1 0.0327151122421053
"tBodyAccJerk.mean" "WALKING" 2 0.0293175582076271
"tBodyAccJerk.mean" "WALKING" 3 0.0286370302725862
"tBodyAccJerk.mean" "WALKING" 4 0.0268470843888889
"tBodyAccJerk.mean" "WALKING" 5 0.0227842297230357
"tBodyAccJerk.mean" "WALKING" 6 0.0153620346959064
"tBodyAccJerk.mean" "WALKING" 7 0.029179560694152
"tBodyAccJerk.mean" "WALKING" 8 0.021208691686875
"tBodyAccJerk.mean" "WALKING" 9 0.0319363151505769
"tBodyAccJerk.mean" "WALKING" 10 0.0245271831050314
"tBodyAccJerk.mean" "WALKING" 11 0.0274581175751412
"tBodyAccJerk.mean" "WALKING" 12 0.0235223222145333
"tBodyAccJerk.mean" "WALKING" 13 0.0300050526171345
"tBodyAccJerk.mean" "WALKING" 14 0.0387253728664972
"tBodyAccJerk.mean" "WALKING" 15 0.033113887988142
"tBodyAccJerk.mean" "WALKING" 16 0.0301049522607843
"tBodyAccJerk.mean" "WALKING" 17 0.0382346820945355
"tBodyAccJerk.mean" "WALKING" 18 0.0385706890095238
"tBodyAccJerk.mean" "WALKING" 19 0.0212943681397533
"tBodyAccJerk.mean" "WALKING" 20 0.0231353495535948
"tBodyAccJerk.mean" "WALKING" 21 0.0234652718096154
"tBodyAccJerk.mean" "WALKING" 22 0.0342964372776087
"tBodyAccJerk.mean" "WALKING" 23 0.037239798289209
"tBodyAccJerk.mean" "WALKING" 24 0.024559739287931
"tBodyAccJerk.mean" "WALKING" 25 0.0241107454785135
"tBodyAccJerk.mean" "WALKING" 26 0.0262395102222034
"tBodyAccJerk.mean" "WALKING" 27 0.0164310576146199
"tBodyAccJerk.mean" "WALKING" 28 0.0360439104802469
"tBodyAccJerk.mean" "WALKING" 29 0.0390589511050314
"tBodyAccJerk.mean" "WALKING" 30 0.0278131030528205
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 1 0.024277930837415
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 2 0.028608618992695
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 3 0.0271708088619728
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 4 0.0318442331244444
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 5 0.0482507300950355
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 6 0.0347444985356944
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 7 0.0205824905652482
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 8 0.0138276959859649
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 9 0.0373773785873016
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 10 0.0372981649526316
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 11 0.0308077984282609
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 12 0.0183579113231884
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 13 0.0229626965806028
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 14 0.0274974549640741
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 15 0.0254134419039683
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 16 0.0155539990347518
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 17 0.0324899531345652
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 18 0.0219901144187879
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 19 0.0082845981965812
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 20 0.0237775935837037
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 21 0.0187301101785185
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 22 0.0446490511388889
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 23 0.0314396195123457
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 24 0.0224398871813333
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 25 0.026593462512069
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 26 0.0308160145453333
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 27 0.0332546404856061
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 28 0.0376166458478261
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 29 0.0167479717354167
"tBodyAccJerk.mean" "WALKING_DOWNSTAIRS" 30 0.0230006846198925
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 1 0.0250988308767296
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 2 0.0280741226879861
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 3 0.034411193159096
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 4 0.0276339662153846
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 5 0.0226554771369504
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 6 0.0244806728006536
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 7 0.0238593623686275
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 8 0.0093479603700813
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 9 0.026051070927619
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 10 0.0133922584617021
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 11 0.0228157499001235
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 12 0.0250125868173077
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 13 0.0141838264139394
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 14 0.0218197270308642
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 15 0.0211800051708333
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 16 0.0438929867326797
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 17 0.0384118023006945
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 18 0.0372548794385057
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 19 0.0572137642315833
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 20 0.0219009508944444
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 21 0.0174645561546099
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 22 0.0302695165419841
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 23 0.0427582340254902
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 24 0.0193046800236723
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 25 0.0238562008788205
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 26 0.0219824403853939
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 27 0.0220667356104575
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 28 0.0334908481689543
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 29 0.0255282623336054
"tBodyAccJerk.mean" "WALKING_UPSTAIRS" 30 0.0235158216307692
"tBodyAccJerk.std" "LAYING" 1 -0.945828832133333
"tBodyAccJerk.std" "LAYING" 2 -0.985828908125
"tBodyAccJerk.std" "LAYING" 3 -0.977227734139785
"tBodyAccJerk.std" "LAYING" 4 -0.966341417901235
"tBodyAccJerk.std" "LAYING" 5 -0.977762553846154
"tBodyAccJerk.std" "LAYING" 6 -0.953220534795322
"tBodyAccJerk.std" "LAYING" 7 -0.975684660192308
"tBodyAccJerk.std" "LAYING" 8 -0.971953856296296
"tBodyAccJerk.std" "LAYING" 9 -0.962433201666667
"tBodyAccJerk.std" "LAYING" 10 -0.97373164091954
"tBodyAccJerk.std" "LAYING" 11 -0.980049449356725
"tBodyAccJerk.std" "LAYING" 12 -0.967515039444444
"tBodyAccJerk.std" "LAYING" 13 -0.98288098344086
"tBodyAccJerk.std" "LAYING" 14 -0.970677676666667
"tBodyAccJerk.std" "LAYING" 15 -0.97702131037037
"tBodyAccJerk.std" "LAYING" 16 -0.986976045904762
"tBodyAccJerk.std" "LAYING" 17 -0.980420853521127
"tBodyAccJerk.std" "LAYING" 18 -0.987378552205128
"tBodyAccJerk.std" "LAYING" 19 -0.982129975742972
"tBodyAccJerk.std" "LAYING" 20 -0.982087519705882
"tBodyAccJerk.std" "LAYING" 21 -0.980129639444444
"tBodyAccJerk.std" "LAYING" 22 -0.966677910092593
"tBodyAccJerk.std" "LAYING" 23 -0.986545180046296
"tBodyAccJerk.std" "LAYING" 24 -0.983961098518519
"tBodyAccJerk.std" "LAYING" 25 -0.962282036118721
"tBodyAccJerk.std" "LAYING" 26 -0.988521113859649
"tBodyAccJerk.std" "LAYING" 27 -0.987105502567568
"tBodyAccJerk.std" "LAYING" 28 -0.977305304041667
"tBodyAccJerk.std" "LAYING" 29 -0.991602622801932
"tBodyAccJerk.std" "LAYING" 30 -0.976010483285714
"tBodyAccJerk.std" "SITTING" 1 -0.985237827021277
"tBodyAccJerk.std" "SITTING" 2 -0.984519340434783
"tBodyAccJerk.std" "SITTING" 3 -0.967586782435897
"tBodyAccJerk.std" "SITTING" 4 -0.966792355866667
"tBodyAccJerk.std" "SITTING" 5 -0.967142546969697
"tBodyAccJerk.std" "SITTING" 6 -0.957882038363636
"tBodyAccJerk.std" "SITTING" 7 -0.974624415763889
"tBodyAccJerk.std" "SITTING" 8 -0.983753055652174
"tBodyAccJerk.std" "SITTING" 9 -0.961067612933333
"tBodyAccJerk.std" "SITTING" 10 -0.985986335864197
"tBodyAccJerk.std" "SITTING" 11 -0.976847805534591
"tBodyAccJerk.std" "SITTING" 12 -0.97321837620915
"tBodyAccJerk.std" "SITTING" 13 -0.988235637346939
"tBodyAccJerk.std" "SITTING" 14 -0.974950798333333
"tBodyAccJerk.std" "SITTING" 15 -0.984433452485876
"tBodyAccJerk.std" "SITTING" 16 -0.985383106135266
"tBodyAccJerk.std" "SITTING" 17 -0.991168955729167
"tBodyAccJerk.std" "SITTING" 18 -0.988593500292398
"tBodyAccJerk.std" "SITTING" 19 -0.984338584931507
"tBodyAccJerk.std" "SITTING" 20 -0.976499193838384
"tBodyAccJerk.std" "SITTING" 21 -0.984755273333333
"tBodyAccJerk.std" "SITTING" 22 -0.975125112634409
"tBodyAccJerk.std" "SITTING" 23 -0.979528878872549
"tBodyAccJerk.std" "SITTING" 24 -0.984267002352941
"tBodyAccJerk.std" "SITTING" 25 -0.98786092225641
"tBodyAccJerk.std" "SITTING" 26 -0.989494107136752
"tBodyAccJerk.std" "SITTING" 27 -0.988219856714286
"tBodyAccJerk.std" "SITTING" 28 -0.971611186296296
"tBodyAccJerk.std" "SITTING" 29 -0.989249797777778
"tBodyAccJerk.std" "SITTING" 30 -0.985816629032258
"tBodyAccJerk.std" "STANDING" 1 -0.990834817358491
"tBodyAccJerk.std" "STANDING" 2 -0.978328867222222
"tBodyAccJerk.std" "STANDING" 3 -0.957277636666667
"tBodyAccJerk.std" "STANDING" 4 -0.961331806964286
"tBodyAccJerk.std" "STANDING" 5 -0.952565446607143
"tBodyAccJerk.std" "STANDING" 6 -0.963347384853801
"tBodyAccJerk.std" "STANDING" 7 -0.971424735849057
"tBodyAccJerk.std" "STANDING" 8 -0.982750639938272
"tBodyAccJerk.std" "STANDING" 9 -0.968135665481481
"tBodyAccJerk.std" "STANDING" 10 -0.960690251287879
"tBodyAccJerk.std" "STANDING" 11 -0.987362891134752
"tBodyAccJerk.std" "STANDING" 12 -0.967066762459016
"tBodyAccJerk.std" "STANDING" 13 -0.984088839649123
"tBodyAccJerk.std" "STANDING" 14 -0.971792561944444
"tBodyAccJerk.std" "STANDING" 15 -0.979493802955975
"tBodyAccJerk.std" "STANDING" 16 -0.987240759273504
"tBodyAccJerk.std" "STANDING" 17 -0.989990764188034
"tBodyAccJerk.std" "STANDING" 18 -0.984389920045662
"tBodyAccJerk.std" "STANDING" 19 -0.980492601232877
"tBodyAccJerk.std" "STANDING" 20 -0.951356764703196
"tBodyAccJerk.std" "STANDING" 21 -0.972966828501873
"tBodyAccJerk.std" "STANDING" 22 -0.96980687984127
"tBodyAccJerk.std" "STANDING" 23 -0.977319052696078
"tBodyAccJerk.std" "STANDING" 24 -0.975345276811594
"tBodyAccJerk.std" "STANDING" 25 -0.982549251351351
"tBodyAccJerk.std" "STANDING" 26 -0.984375763018018
"tBodyAccJerk.std" "STANDING" 27 -0.983604291666667
"tBodyAccJerk.std" "STANDING" 28 -0.95737936556962
"tBodyAccJerk.std" "STANDING" 29 -0.989194946051282
"tBodyAccJerk.std" "STANDING" 30 -0.964882314237288
"tBodyAccJerk.std" "WALKING" 1 -0.183104296731228
"tBodyAccJerk.std" "WALKING" 2 -0.293407705962712
"tBodyAccJerk.std" "WALKING" 3 -0.281042573228161
"tBodyAccJerk.std" "WALKING" 4 -0.423199708871667
"tBodyAccJerk.std" "WALKING" 5 -0.335608695352381
"tBodyAccJerk.std" "WALKING" 6 -0.233491086563743
"tBodyAccJerk.std" "WALKING" 7 -0.183419878454269
"tBodyAccJerk.std" "WALKING" 8 -0.135967226611111
"tBodyAccJerk.std" "WALKING" 9 -0.297809415987179
"tBodyAccJerk.std" "WALKING" 10 -0.16292717065283
"tBodyAccJerk.std" "WALKING" 11 -0.443530101666667
"tBodyAccJerk.std" "WALKING" 12 -0.205062805881667
"tBodyAccJerk.std" "WALKING" 13 -0.179664787649591
"tBodyAccJerk.std" "WALKING" 14 -0.423875892485876
"tBodyAccJerk.std" "WALKING" 15 -0.363804184098086
"tBodyAccJerk.std" "WALKING" 16 -0.420681938169935
"tBodyAccJerk.std" "WALKING" 17 -0.327778150149727
"tBodyAccJerk.std" "WALKING" 18 -0.440513846011905
"tBodyAccJerk.std" "WALKING" 19 0.00394778374814102
"tBodyAccJerk.std" "WALKING" 20 -0.0779995773568627
"tBodyAccJerk.std" "WALKING" 21 -0.191581954739442
"tBodyAccJerk.std" "WALKING" 22 -0.0172449676594203
"tBodyAccJerk.std" "WALKING" 23 -0.113047120559887
"tBodyAccJerk.std" "WALKING" 24 -0.426424294195402
"tBodyAccJerk.std" "WALKING" 25 -0.555280684594595
"tBodyAccJerk.std" "WALKING" 26 -0.329266662265537
"tBodyAccJerk.std" "WALKING" 27 -0.273821006876316
"tBodyAccJerk.std" "WALKING" 28 -0.364431258925926
"tBodyAccJerk.std" "WALKING" 29 -0.256788732358365
"tBodyAccJerk.std" "WALKING" 30 -0.388820690302564
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 1 -0.153206761170748
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 2 -0.0220149551319149
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 3 -0.256325147421769
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 4 -0.306216330143778
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 5 -0.147682952079433
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 6 0.0349992593722222
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 7 -0.204961346684043
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 8 0.174923605470175
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 9 -0.217110831021429
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 10 -0.0666443222490351
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 11 -0.26331613655
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 12 -0.143138327536232
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 13 -0.180055062641135
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 14 0.0240391535900741
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 15 -0.0845352750150794
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 16 -0.222084420617731
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 17 -0.314610525413043
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 18 -0.495168156606061
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 19 0.293189546450427
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 20 -0.0758440220748148
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 21 -0.107838766894519
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 22 -0.123677111092593
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 23 0.0472108823246296
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 24 -0.265583386101818
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 25 -0.52837486862069
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 26 -0.19795083184734
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 27 -0.18380747045
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 28 -0.139088490237681
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 29 -0.193352532466875
"tBodyAccJerk.std" "WALKING_DOWNSTAIRS" 30 -0.296123383688172
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 1 -0.51057061490566
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 2 -0.345172397733333
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 3 -0.472865564451412
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 4 -0.462842171519231
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 5 -0.329097403070922
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 6 -0.260843769668562
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 7 -0.514286382614379
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 8 -0.215495728286179
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 9 -0.522911552993197
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 10 -0.324181246382979
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 11 -0.555480026851852
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 12 -0.463507438621795
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 13 -0.490526911890909
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 14 -0.344358804814815
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 15 -0.415871825194444
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 16 -0.513375402352941
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 17 -0.433296178784722
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 18 -0.630657561494253
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 19 -0.2104826105525
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 20 -0.32004210224183
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 21 -0.396438010198582
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 22 -0.179273895352381
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 23 -0.367239224718954
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 24 -0.512597562881356
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 25 -0.701077451435897
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 26 -0.456215675048485
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 27 -0.509540874640523
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 28 -0.427254334823529
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 29 -0.416584592368707
"tBodyAccJerk.std" "WALKING_UPSTAIRS" 30 -0.628192257230769
"tBodyAccJerkMag.mean.." "LAYING" 1 -0.9543962646
"tBodyAccJerkMag.mean.." "LAYING" 2 -0.987741696041667
"tBodyAccJerkMag.mean.." "LAYING" 3 -0.979484593387097
"tBodyAccJerkMag.mean.." "LAYING" 4 -0.970095771666667
"tBodyAccJerkMag.mean.." "LAYING" 5 -0.980141253846154
"tBodyAccJerkMag.mean.." "LAYING" 6 -0.954750504912281
"tBodyAccJerkMag.mean.." "LAYING" 7 -0.980127239615385
"tBodyAccJerkMag.mean.." "LAYING" 8 -0.97314748962963
"tBodyAccJerkMag.mean.." "LAYING" 9 -0.9633745492
"tBodyAccJerkMag.mean.." "LAYING" 10 -0.976234435172414
